GEOID,year,year_release,svi_overall,svi_theme1,svi_theme2,svi_theme3,svi_theme4
13205,2023,2022,0.9914,0.9914,0.9316,0.8883,0.924
13205,2024,2022,0.9914,0.9914,0.9316,0.8883,0.924
13207,2018,2018,0.4596,0.5162,0.0831,0.5632,0.6762
13207,2019,2018,0.4596,0.5162,0.0831,0.5632,0.6762
13207,2020,2020,0.4717,0.4984,0.2508,0.6512,0.5175
13207,2021,2020,0.4717,0.4984,0.2508,0.6512,0.5175
13207,2022,2022,0.329,0.3964,0.1031,0.6389,0.4168
13207,2023,2022,0.329,0.3964,0.1031,0.6389,0.4168
13207,2024,2022,0.329,0.3964,0.1031,0.6389,0.4168
13209,2018,2018,0.8465,0.8443,0.2327,0.8551,0.8532
13209,2019,2018,0.8465,0.8443,0.2327,0.8551,0.8532
13209,2020,2020,0.8485,0.9048,0.5942,0.7342,0.7502
13209,2021,2020,0.8485,0.9048,0.5942,0.7342,0.7502
13209,2022,2022,0.7547,0.8858,0.5756,0.7191,0.4518
13209,2023,2022,0.7547,0.8858,0.5756,0.7191,0.4518
13209,2024,2022,0.7547,0.8858,0.5756,0.7191,0.4518
13211,2018,2018,0.2446,0.3688,0.3063,0.6797,0.0538
13211,2019,2018,0.2446,0.3688,0.3063,0.6797,0.0538
13211,2020,2020,0.246,0.2088,0.2772,0.6528,0.2658
13211,2021,2020,0.246,0.2088,0.2772,0.6528,0.2658
13211,2022,2022,0.266,0.231,0.3131,0.6332,0.2813
13211,2023,2022,0.266,0.231,0.3131,0.6332,0.2813
13211,2024,2022,0.266,0.231,0.3131,0.6332,0.2813
13213,2018,2018,0.7134,0.8662,0.4339,0.7281,0.305
13213,2019,2018,0.7134,0.8662,0.4339,0.7281,0.305
13213,2020,2020,0.6922,0.8167,0.4386,0.5226,0.5812
13213,2021,2020,0.6922,0.8167,0.4386,0.5226,0.5812
13213,2022,2022,0.6847,0.7852,0.6061,0.525,0.4909
13213,2023,2022,0.6847,0.7852,0.6061,0.525,0.4909
13213,2024,2022,0.6847,0.7852,0.6061,0.525,0.4909
13215,2018,2018,0.9003,0.7599,0.8485,0.8335,0.8596
13215,2019,2018,0.9003,0.7599,0.8485,0.8335,0.8596
13215,2020,2020,0.9497,0.9328,0.8698,0.9239,0.8756
13215,2021,2020,0.9497,0.9328,0.8698,0.9239,0.8756
13215,2022,2022,0.9446,0.9227,0.8705,0.9259,0.8581
13215,2023,2022,0.9446,0.9227,0.8705,0.9259,0.8581
13215,2024,2022,0.9446,0.9227,0.8705,0.9259,0.8581
13217,2018,2018,0.707,0.7379,0.795,0.7514,0.2792
13217,2019,2018,0.707,0.7379,0.795,0.7514,0.2792
13217,2020,2020,0.7206,0.8498,0.7826,0.8972,0.176
13217,2021,2020,0.7206,0.8498,0.7826,0.8972,0.176
13217,2022,2022,0.6577,0.8059,0.7483,0.9084,0.1311
13217,2023,2022,0.6577,0.8059,0.7483,0.9084,0.1311
13217,2024,2022,0.6577,0.8059,0.7483,0.9084,0.1311
13219,2018,2018,0.0354,0.0182,0.228,0.5785,0.0096
13219,2019,2018,0.0354,0.0182,0.228,0.5785,0.0096
13219,2020,2020,0.0468,0.0369,0.557,0.4854,0.0067
13219,2021,2020,0.0468,0.0369,0.557,0.4854,0.0067
13219,2022,2022,0.0137,0.0299,0.2475,0.4741,0.0035
13219,2023,2022,0.0137,0.0299,0.2475,0.4741,0.0035
13219,2024,2022,0.0137,0.0299,0.2475,0.4741,0.0035
13221,2018,2018,0.5217,0.6596,0.3814,0.7354,0.2012
13221,2019,2018,0.5217,0.6596,0.3814,0.7354,0.2012
13221,2020,2020,0.5948,0.6836,0.5586,0.6168,0.3705
13221,2021,2020,0.5948,0.6836,0.5586,0.6168,0.3705
13221,2022,2022,0.4645,0.4846,0.3936,0.615,0.3993
13221,2023,2022,0.4645,0.4846,0.3936,0.615,0.3993
13221,2024,2022,0.4645,0.4846,0.3936,0.615,0.3993
13223,2018,2018,0.1376,0.2538,0.3142,0.5899,0.0194
13223,2019,2018,0.1376,0.2538,0.3142,0.5899,0.0194
13223,2020,2020,0.1661,0.3444,0.3425,0.6938,0.0083
13223,2021,2020,0.1661,0.3444,0.3425,0.6938,0.0083
13223,2022,2022,0.1429,0.2603,0.3385,0.7165,0.0118
13223,2023,2022,0.1429,0.2603,0.3385,0.7165,0.0118
13223,2024,2022,0.1429,0.2603,0.3385,0.7165,0.0118
13225,2018,2018,0.9404,0.8602,0.6657,0.8774,0.9513
13225,2019,2018,0.9404,0.8602,0.6657,0.8774,0.9513
13225,2020,2020,0.9418,0.9519,0.7368,0.895,0.9045
13225,2021,2020,0.9418,0.9519,0.7368,0.895,0.9045
13225,2022,2022,0.8772,0.8584,0.7171,0.8925,0.8202
13225,2023,2022,0.8772,0.8584,0.7171,0.8925,0.8202
13225,2024,2022,0.8772,0.8584,0.7171,0.8925,0.8202
13227,2018,2018,0.2796,0.4038,0.2493,0.304,0.319
13227,2019,2018,0.2796,0.4038,0.2493,0.304,0.319
13227,2020,2020,0.4042,0.4679,0.3896,0.4395,0.3294
13227,2021,2020,0.4042,0.4679,0.3896,0.4395,0.3294
13227,2022,2022,0.3392,0.489,0.4505,0.1753,0.2256
13227,2023,2022,0.3392,0.489,0.4505,0.1753,0.2256
13227,2024,2022,0.3392,0.489,0.4505,0.1753,0.2256
13229,2018,2018,0.657,0.7771,0.9328,0.5145,0.156
13229,2019,2018,0.657,0.7771,0.9328,0.5145,0.156
13229,2020,2020,0.4885,0.7817,0.5404,0.4777,0.1025
13229,2021,2020,0.4885,0.7817,0.5404,0.4777,0.1025
13229,2022,2022,0.3051,0.5062,0.2374,0.4588,0.1651
13229,2023,2022,0.3051,0.5062,0.2374,0.4588,0.1651
13229,2024,2022,0.3051,0.5062,0.2374,0.4588,0.1651
13231,2018,2018,0.151,0.5283,0.0729,0.2324,0.0726
13231,2019,2018,0.151,0.5283,0.0729,0.2324,0.0726
13231,2020,2020,0.0913,0.3781,0.0178,0.4112,0.0532
13231,2021,2020,0.0913,0.3781,0.0178,0.4112,0.0532
13231,2022,2022,0.0665,0.3484,0.0204,0.3847,0.0293
13231,2023,2022,0.0665,0.3484,0.0204,0.3847,0.0293
13231,2024,2022,0.0665,0.3484,0.0204,0.3847,0.0293
13233,2018,2018,0.8048,0.7682,0.809,0.8249,0.4511
13233,2019,2018,0.8048,0.7682,0.809,0.8249,0.4511
13233,2020,2020,0.8444,0.9134,0.9379,0.6582,0.387
13233,2021,2020,0.8444,0.9134,0.9379,0.6582,0.387
13233,2022,2022,0.8285,0.9023,0.931,0.6567,0.3688
13233,2023,2022,0.8285,0.9023,0.931,0.6567,0.3688
13233,2024,2022,0.8285,0.9023,0.931,0.6567,0.3688
13235,2018,2018,0.8459,0.8252,0.8236,0.3948,0.8701
13235,2019,2018,0.8459,0.8252,0.8236,0.3948,0.8701
13235,2020,2020,0.9749,0.9341,0.5582,0.8151,0.9997
13235,2021,2020,0.9749,0.9341,0.5582,0.8151,0.9997
13235,2022,2022,0.9376,0.8126,0.7127,0.8164,0.9971
13235,2023,2022,0.9376,0.8126,0.7127,0.8164,0.9971
13235,2024,2022,0.9376,0.8126,0.7127,0.8164,0.9971
13237,2018,2018,0.428,0.4761,0.2601,0.7574,0.2719
13237,2019,2018,0.428,0.4761,0.2601,0.7574,0.2719
13237,2020,2020,0.7467,0.7177,0.6123,0.7301,0.691
13237,2021,2020,0.7467,0.7177,0.6123,0.7301,0.691
13237,2022,2022,0.5679,0.538,0.6211,0.7191,0.4248
13237,2023,2022,0.5679,0.538,0.6211,0.7191,0.4248
13237,2024,2022,0.5679,0.538,0.6211,0.7191,0.4248
13239,2018,2018,0.9433,0.9723,0.9395,0.7794,0.6065
13239,2019,2018,0.9433,0.9723,0.9395,0.7794,0.6065
13239,2020,2020,0.8383,0.9402,0.5471,0.915,0.5722
13239,2021,2020,0.8383,0.9402,0.5471,0.915,0.5722
13239,2022,2022,0.8202,0.9125,0.5466,0.9084,0.5625
13239,2023,2022,0.8202,0.9125,0.5466,0.9084,0.5625
13239,2024,2022,0.8202,0.9125,0.5466,0.9084,0.5625
13241,2018,2018,0.5341,0.5389,0.4887,0.567,0.462
13241,2019,2018,0.5341,0.5389,0.4887,0.567,0.462
13241,2020,2020,0.6222,0.8616,0.5882,0.3794,0.2616
13241,2021,2020,0.6222,0.8616,0.5882,0.3794,0.2616
13241,2022,2022,0.441,0.5784,0.3735,0.3503,0.328
13241,2023,2022,0.441,0.5784,0.3735,0.3503,0.328
13241,2024,2022,0.441,0.5784,0.3735,0.3503,0.328
13243,2018,2018,0.9739,0.9637,0.994,0.4849,0.8873
13243,2019,2018,0.9739,0.9637,0.994,0.4849,0.8873
13243,2020,2020,0.9987,0.9936,0.922,0.9567,0.9943
13243,2021,2020,0.9987,0.9936,0.922,0.9567,0.9943
13243,2022,2022,0.9882,0.9863,0.853,0.9577,0.9532
13243,2023,2022,0.9882,0.9863,0.853,0.9577,0.9532
13243,2024,2022,0.9882,0.9863,0.853,0.9577,0.9532
13245,2018,2018,0.9328,0.8955,0.7249,0.7584,0.9261
13245,2019,2018,0.9328,0.8955,0.7249,0.7584,0.9261
13245,2020,2020,0.9631,0.9736,0.7607,0.9484,0.9128
13245,2021,2020,0.9631,0.9736,0.7607,0.9484,0.9128
13245,2022,2022,0.9513,0.9513,0.7324,0.9494,0.9061
13245,2023,2022,0.9513,0.9513,0.7324,0.9494,0.9061
13245,2024,2022,0.9513,0.9513,0.7324,0.9494,0.9061
13247,2018,2018,0.5529,0.6006,0.4814,0.9185,0.1627
13247,2019,2018,0.5529,0.6006,0.4814,0.9185,0.1627
13247,2020,2020,0.7705,0.8507,0.7403,0.9637,0.2995
13247,2021,2020,0.7705,0.8507,0.7403,0.9637,0.2995
13247,2022,2022,0.777,0.8536,0.7751,0.9695,0.3
13247,2023,2022,0.777,0.8536,0.7751,0.9695,0.3
13247,2024,2022,0.777,0.8536,0.7751,0.9695,0.3
13249,2018,2018,0.8248,0.901,0.8644,0.5355,0.4569
13249,2019,2018,0.8248,0.901,0.8644,0.5355,0.4569
13249,2020,2020,0.619,0.8867,0.5493,0.7358,0.1206
13249,2021,2020,0.619,0.8867,0.5493,0.7358,0.1206
13249,2022,2022,0.4973,0.8081,0.2459,0.6013,0.1626
13249,2023,2022,0.4973,0.8081,0.2459,0.6013,0.1626
13249,2024,2022,0.4973,0.8081,0.2459,0.6013,0.1626
13251,2018,2018,0.8525,0.8166,0.5514,0.6329,0.8959
13251,2019,2018,0.8525,0.8166,0.5514,0.6329,0.8959
13251,2020,2020,0.8192,0.7954,0.529,0.8485,0.838
13251,2021,2020,0.8192,0.7954,0.529,0.8485,0.838
13251,2022,2022,0.699,0.7471,0.4321,0.8279,0.5781
13251,2023,2022,0.699,0.7471,0.4321,0.8279,0.5781
13251,2024,2022,0.699,0.7471,0.4321,0.8279,0.5781
13253,2018,2018,0.8344,0.7611,0.7997,0.6291,0.7791
13253,2019,2018,0.8344,0.7611,0.7997,0.6291,0.7791
13253,2020,2020,0.93,0.9313,0.8285,0.7782,0.8708
13253,2021,2020,0.93,0.9313,0.8285,0.7782,0.8708
13253,2022,2022,0.8813,0.903,0.8552,0.7626,0.693
13253,2023,2022,0.8813,0.903,0.8552,0.7626,0.693
13253,2024,2022,0.8813,0.903,0.8552,0.7626,0.693
13255,2018,2018,0.8691,0.842,0.9029,0.5731,0.724
13255,2019,2018,0.8691,0.842,0.9029,0.5731,0.724
13255,2020,2020,0.7731,0.8759,0.6801,0.8141,0.3851
13255,2021,2020,0.7731,0.8759,0.6801,0.8141,0.3851
13255,2022,2022,0.8206,0.9278,0.7553,0.818,0.4085
13255,2023,2022,0.8206,0.9278,0.7553,0.818,0.4085
13255,2024,2022,0.8206,0.9278,0.7553,0.818,0.4085
13257,2018,2018,0.7968,0.8108,0.5626,0.5291,0.7781
13257,2019,2018,0.7968,0.8108,0.5626,0.5291,0.7781
13257,2020,2020,0.7537,0.8686,0.6299,0.521,0.5391
13257,2021,2020,0.7537,0.8686,0.6299,0.521,0.5391
13257,2022,2022,0.7836,0.8708,0.826,0.5094,0.4855
13257,2023,2022,0.7836,0.8708,0.826,0.5094,0.4855
13257,2024,2022,0.7836,0.8708,0.826,0.5094,0.4855
13259,2018,2018,0.9245,0.9844,0.192,0.9908,0.7759
13259,2019,2018,0.9245,0.9844,0.192,0.9908,0.7759
13259,2020,2020,0.9637,0.9749,0.7511,0.9799,0.9093
13259,2021,2020,0.9637,0.9749,0.7511,0.9799,0.9093
13259,2022,2022,0.9736,0.9395,0.8126,0.9803,0.9717
13259,2023,2022,0.9736,0.9395,0.8126,0.9803,0.9717
13259,2024,2022,0.9736,0.9395,0.8126,0.9803,0.9717
13261,2018,2018,0.9764,0.9484,0.6578,0.8571,0.979
13261,2019,2018,0.9764,0.9484,0.6578,0.8571,0.979
13261,2020,2020,0.936,0.95,0.7505,0.9284,0.8625
13261,2021,2020,0.936,0.95,0.7505,0.9284,0.8625
13261,2022,2022,0.9631,0.9647,0.6713,0.923,0.9596
13261,2023,2022,0.9631,0.9647,0.6713,0.923,0.9596
13261,2024,2022,0.9631,0.9647,0.6713,0.923,0.9596
13263,2018,2018,0.8589,0.8783,0.6823,0.6399,0.7453
13263,2019,2018,0.8589,0.8783,0.6823,0.6399,0.7453
13263,2020,2020,0.8962,0.9274,0.6687,0.9227,0.8062
13263,2021,2020,0.8962,0.9274,0.6687,0.9227,0.8062
13263,2022,2022,0.6923,0.8731,0.2463,0.9176,0.4324
13263,2023,2022,0.6923,0.8731,0.2463,0.9176,0.4324
13263,2024,2022,0.6923,0.8731,0.2463,0.9176,0.4324
13265,2018,2018,0.9089,0.9745,0.8889,0.4884,0.6934
13265,2019,2018,0.9089,0.9745,0.8889,0.4884,0.6934
13265,2020,2020,0.8017,0.9204,0.6782,0.9411,0.332
13265,2021,2020,0.8017,0.9204,0.6782,0.9411,0.332
13265,2022,2022,0.692,0.7098,0.6892,0.9418,0.3732
13265,2023,2022,0.692,0.7098,0.6892,0.9418,0.3732
13265,2024,2022,0.692,0.7098,0.6892,0.9418,0.3732
13267,2018,2018,0.908,0.8022,0.4887,0.8475,0.9608
13267,2019,2018,0.908,0.8022,0.4887,0.8475,0.9608
13267,2020,2020,0.9036,0.8335,0.7196,0.8195,0.9545
13267,2021,2020,0.9036,0.8335,0.7196,0.8195,0.9545
13267,2022,2022,0.9287,0.9313,0.7219,0.819,0.9217
13267,2023,2022,0.9287,0.9313,0.7219,0.819,0.9217
13267,2024,2022,0.9287,0.9313,0.7219,0.819,0.9217
13269,2018,2018,0.9197,0.9707,0.7116,0.4957,0.9
13269,2019,2018,0.9197,0.9707,0.7116,0.4957,0.9
13269,2020,2020,0.9319,0.9669,0.8444,0.8167,0.7183
13269,2021,2020,0.9319,0.9669,0.8444,0.8167,0.7183
13269,2022,2022,0.9555,0.9873,0.7381,0.8021,0.8339
13269,2023,2022,0.9555,0.9873,0.7381,0.8021,0.8339
13269,2024,2022,0.9555,0.9873,0.7381,0.8021,0.8339
13271,2018,2018,0.8369,0.8086,0.1277,0.9567,0.8672
13271,2019,2018,0.8369,0.8086,0.1277,0.9567,0.8672
13271,2020,2020,0.8711,0.6846,0.6642,0.8819,0.9739
13271,2021,2020,0.8711,0.6846,0.6642,0.8819,0.9739
13271,2022,2022,0.9765,0.7273,0.9978,0.8867,0.9841
13271,2023,2022,0.9765,0.7273,0.9978,0.8867,0.9841
13271,2024,2022,0.9765,0.7273,0.9978,0.8867,0.9841
13273,2018,2018,0.957,0.9672,0.8841,0.5199,0.9433
13273,2019,2018,0.957,0.9672,0.8841,0.5199,0.9433
13273,2020,2020,0.9831,0.994,0.6505,0.9433,0.9736
13273,2021,2020,0.9831,0.994,0.6505,0.9433,0.9736
13273,2022,2022,0.9809,0.9885,0.6853,0.9399,0.9704
13273,2023,2022,0.9809,0.9885,0.6853,0.9399,0.9704
13273,2024,2022,0.9809,0.9885,0.6853,0.9399,0.9704
13275,2018,2018,0.9108,0.7975,0.9424,0.7338,0.8093
13275,2019,2018,0.9108,0.7975,0.9424,0.7338,0.8093
13275,2020,2020,0.8861,0.895,0.9593,0.816,0.487
13275,2021,2020,0.8861,0.895,0.9593,0.816,0.487
13275,2022,2022,0.8158,0.8966,0.9408,0.805,0.2243
13275,2023,2022,0.8158,0.8966,0.9408,0.805,0.2243
13275,2024,2022,0.8158,0.8966,0.9408,0.805,0.2243
13277,2018,2018,0.8809,0.6981,0.7549,0.7459,0.9561
13277,2019,2018,0.8809,0.6981,0.7549,0.7459,0.9561
13277,2020,2020,0.8978,0.8587,0.753,0.8421,0.8985
13277,2021,2020,0.8978,0.8587,0.753,0.8421,0.8985
13277,2022,2022,0.8759,0.8193,0.7388,0.8428,0.8727
13277,2023,2022,0.8759,0.8193,0.7388,0.8428,0.8727
13277,2024,2022,0.8759,0.8193,0.7388,0.8428,0.8727
13279,2018,2018,0.9761,0.8975,0.9363,0.851,0.9223
13279,2019,2018,0.9761,0.8975,0.9363,0.851,0.9223
13279,2020,2020,0.9688,0.978,0.95,0.7973,0.81
13279,2021,2020,0.9688,0.978,0.95,0.7973,0.81
13279,2022,2022,0.9857,0.9752,0.9777,0.7989,0.8743
13279,2023,2022,0.9857,0.9752,0.9777,0.7989,0.8743
13279,2024,2022,0.9857,0.9752,0.9777,0.7989,0.8743
13281,2018,2018,0.3258,0.5538,0.3967,0.0449,0.3639
13281,2019,2018,0.3258,0.5538,0.3967,0.0449,0.3639
13281,2020,2020,0.2849,0.5232,0.0789,0.1655,0.3768
13281,2021,2020,0.2849,0.5232,0.0789,0.1655,0.3768
13281,2022,2022,0.5622,0.7607,0.2141,0.119,0.6911
13281,2023,2022,0.5622,0.7607,0.2141,0.119,0.6911
13281,2024,2022,0.5622,0.7607,0.2141,0.119,0.6911
13283,2018,2018,0.9471,0.801,0.9217,0.8262,0.9401
13283,2019,2018,0.9471,0.801,0.9217,0.8262,0.9401
13283,2020,2020,0.9717,0.9984,0.8959,0.6951,0.7737
13283,2021,2020,0.9717,0.9984,0.8959,0.6951,0.7737
13283,2022,2022,0.9389,0.9943,0.8161,0.714,0.685
13283,2023,2022,0.9389,0.9943,0.8161,0.714,0.685
13283,2024,2022,0.9389,0.9943,0.8161,0.714,0.685
13285,2018,2018,0.9013,0.8494,0.8456,0.7577,0.7838
13285,2019,2018,0.9013,0.8494,0.8456,0.7577,0.7838
13285,2020,2020,0.9383,0.8908,0.8526,0.8329,0.9198
13285,2021,2020,0.9383,0.8908,0.8526,0.8329,0.9198
13285,2022,2022,0.9023,0.8145,0.8613,0.8304,0.896
13285,2023,2022,0.9023,0.8145,0.8613,0.8304,0.896
13285,2024,2022,0.9023,0.8145,0.8613,0.8304,0.896
13287,2018,2018,0.9809,0.8815,0.9755,0.73,0.9666
13287,2019,2018,0.9809,0.8815,0.9755,0.73,0.9666
13287,2020,2020,0.9548,0.9815,0.9599,0.8568,0.5961
13287,2021,2020,0.9548,0.9815,0.9599,0.8568,0.5961
13287,2022,2022,0.9675,0.9911,0.9768,0.8428,0.5581
13287,2023,2022,0.9675,0.9911,0.9768,0.8428,0.5581
13287,2024,2022,0.9675,0.9911,0.9768,0.8428,0.5581
13289,2018,2018,0.758,0.943,0.8252,0.4199,0.2757
13289,2019,2018,0.758,0.943,0.8252,0.4199,0.2757
13289,2020,2020,0.5579,0.6133,0.282,0.8444,0.4561
13289,2021,2020,0.5579,0.6133,0.282,0.8444,0.4561
13289,2022,2022,0.6538,0.5625,0.6395,0.8304,0.566
13289,2023,2022,0.6538,0.5625,0.6395,0.8304,0.566
13289,2024,2022,0.6538,0.5625,0.6395,0.8304,0.566
13291,2018,2018,0.3115,0.3596,0.446,0.3578,0.3005
13291,2019,2018,0.3115,0.3596,0.446,0.3578,0.3005
13291,2020,2020,0.6031,0.6388,0.4045,0.1655,0.8129
13291,2021,2020,0.6031,0.6388,0.4045,0.1655,0.8129
13291,2022,2022,0.4932,0.448,0.3506,0.1572,0.7986
13291,2023,2022,0.4932,0.448,0.3506,0.1572,0.7986
13291,2024,2022,0.4932,0.448,0.3506,0.1572,0.7986
13293,2018,2018,0.8532,0.9099,0.5712,0.5912,0.7644
13293,2019,2018,0.8532,0.9099,0.5712,0.5912,0.7644
13293,2020,2020,0.7078,0.8339,0.3813,0.7151,0.5379
13293,2021,2020,0.7078,0.8339,0.3813,0.7151,0.5379
13293,2022,2022,0.6468,0.7938,0.4642,0.7066,0.378
13293,2023,2022,0.6468,0.7938,0.4642,0.7066,0.378
13293,2024,2022,0.6468,0.7938,0.4642,0.7066,0.378
13295,2018,2018,0.6408,0.7608,0.7233,0.2856,0.4989
13295,2019,2018,0.6408,0.7608,0.7233,0.2856,0.4989
13295,2020,2020,0.6948,0.8892,0.6229,0.3046,0.4074
13295,2021,2020,0.6948,0.8892,0.6229,0.3046,0.4074
13295,2022,2022,0.6796,0.8215,0.6624,0.2914,0.4776
13295,2023,2022,0.6796,0.8215,0.6624,0.2914,0.4776
13295,2024,2022,0.6796,0.8215,0.6624,0.2914,0.4776
13297,2018,2018,0.293,0.5003,0.5304,0.5651,0.0328
13297,2019,2018,0.293,0.5003,0.5304,0.5651,0.0328
13297,2020,2020,0.4173,0.627,0.5538,0.6375,0.0656
13297,2021,2020,0.4173,0.627,0.5538,0.6375,0.0656
13297,2022,2022,0.4095,0.6656,0.4432,0.6503,0.0598
13297,2023,2022,0.4095,0.6656,0.4432,0.6503,0.0598
13297,2024,2022,0.4095,0.6656,0.4432,0.6503,0.0598
13299,2018,2018,0.8449,0.7242,0.894,0.4565,0.9029
13299,2019,2018,0.8449,0.7242,0.894,0.4565,0.9029
13299,2020,2020,0.8838,0.916,0.5477,0.7632,0.8927
13299,2021,2020,0.8838,0.916,0.5477,0.7632,0.8927
13299,2022,2022,0.9596,0.9198,0.804,0.756,0.9825
13299,2023,2022,0.9596,0.9198,0.804,0.756,0.9825
13299,2024,2022,0.9596,0.9198,0.804,0.756,0.9825
13301,2018,2018,0.8946,0.9236,0.6039,0.6905,0.8217
13301,2019,2018,0.8946,0.9236,0.6039,0.6905,0.8217
13301,2020,2020,0.7734,0.6747,0.5707,0.9376,0.7715
13301,2021,2020,0.7734,0.6747,0.5707,0.9376,0.7715
13301,2022,2022,0.8123,0.7836,0.8158,0.9259,0.5418
13301,2023,2022,0.8123,0.7836,0.8158,0.9259,0.5418
13301,2024,2022,0.8123,0.7836,0.8158,0.9259,0.5418
13303,2018,2018,0.9462,0.9239,0.7982,0.738,0.9252
13303,2019,2018,0.9462,0.9239,0.7982,0.738,0.9252
13303,2020,2020,0.9141,0.8791,0.6824,0.9144,0.9325
13303,2021,2020,0.9141,0.8791,0.6824,0.9144,0.9325
13303,2022,2022,0.9115,0.8734,0.6573,0.9103,0.9485
13303,2023,2022,0.9115,0.8734,0.6573,0.9103,0.9485
13303,2024,2022,0.9115,0.8734,0.6573,0.9103,0.9485
13305,2018,2018,0.9166,0.8621,0.4779,0.745,0.9752
13305,2019,2018,0.9166,0.8621,0.4779,0.745,0.9752
13305,2020,2020,0.8561,0.8234,0.6031,0.6674,0.9246
13305,2021,2020,0.8561,0.8234,0.6031,0.6674,0.9246
13305,2022,2022,0.9434,0.9558,0.8473,0.658,0.8896
13305,2023,2022,0.9434,0.9558,0.8473,0.658,0.8896
13305,2024,2022,0.9434,0.9558,0.8473,0.658,0.8896
13307,2018,2018,0.7876,0.7299,0.9637,0.8621,0.2171
13307,2019,2018,0.7876,0.7299,0.9637,0.8621,0.2171
13307,2020,2020,0.8752,0.9831,0.9873,0.8587,0.0697
13307,2021,2020,0.8752,0.9831,0.9873,0.8587,0.0697
13307,2022,2022,0.8447,0.9984,0.4305,0.9259,0.3035
13307,2023,2022,0.8447,0.9984,0.4305,0.9259,0.3035
13307,2024,2022,0.8447,0.9984,0.4305,0.9259,0.3035
13309,2018,2018,0.8124,0.9783,0.0166,0.5065,0.9911
13309,2019,2018,0.8124,0.9783,0.0166,0.5065,0.9911
13309,2020,2020,0.5869,0.9265,0.0025,0.8329,0.7508
13309,2021,2020,0.5869,0.9265,0.0025,0.8329,0.7508
13309,2022,2022,0.7716,0.9653,0.0038,0.8263,0.9796
13309,2023,2022,0.7716,0.9653,0.0038,0.8263,0.9796
13309,2024,2022,0.7716,0.9653,0.0038,0.8263,0.9796
13311,2018,2018,0.2357,0.4793,0.2735,0.3782,0.0876
13311,2019,2018,0.2357,0.4793,0.2735,0.3782,0.0876
13311,2020,2020,0.2893,0.4013,0.3122,0.2336,0.2769
13311,2021,2020,0.2893,0.4013,0.3122,0.2336,0.2769
13311,2022,2022,0.3455,0.4009,0.2195,0.2692,0.5049
13311,2023,2022,0.3455,0.4009,0.2195,0.2692,0.5049
13311,2024,2022,0.3455,0.4009,0.2195,0.2692,0.5049
13313,2018,2018,0.8793,0.8124,0.3703,0.9341,0.8577
13313,2019,2018,0.8793,0.8124,0.3703,0.9341,0.8577
13313,2020,2020,0.916,0.9163,0.8094,0.8094,0.8482
13313,2021,2020,0.916,0.9163,0.8094,0.8094,0.8482
13313,2022,2022,0.8836,0.8766,0.8266,0.8139,0.7668
13313,2023,2022,0.8836,0.8766,0.8266,0.8139,0.7668
13313,2024,2022,0.8836,0.8766,0.8266,0.8139,0.7668
13315,2018,2018,0.8169,0.8927,0.1538,0.8233,0.7628
13315,2019,2018,0.8169,0.8927,0.1538,0.8233,0.7628
13315,2020,2020,0.7664,0.8437,0.429,0.8039,0.633
13315,2021,2020,0.7664,0.8437,0.429,0.8039,0.633
13315,2022,2022,0.8212,0.8501,0.6262,0.7894,0.7044
13315,2023,2022,0.8212,0.8501,0.6262,0.7894,0.7044
13315,2024,2022,0.8212,0.8501,0.6262,0.7894,0.7044
13317,2018,2018,0.7561,0.7354,0.8577,0.8822,0.2455
13317,2019,2018,0.7561,0.7354,0.8577,0.8822,0.2455
13317,2020,2020,0.7489,0.8479,0.6384,0.8698,0.3692
13317,2021,2020,0.7489,0.8479,0.6384,0.8698,0.3692
13317,2022,2022,0.6083,0.7954,0.5606,0.8632,0.1594
13317,2023,2022,0.6083,0.7954,0.5606,0.8632,0.1594
13317,2024,2022,0.6083,0.7954,0.5606,0.8632,0.1594
13319,2018,2018,0.7873,0.8596,0.6024,0.6192,0.532
13319,2019,2018,0.7873,0.8596,0.6024,0.6192,0.532
13319,2020,2020,0.7801,0.8781,0.521,0.8224,0.5293
13319,2021,2020,0.7801,0.8781,0.521,0.8224,0.5293
13319,2022,2022,0.784,0.8228,0.8234,0.8279,0.412
13319,2023,2022,0.784,0.8228,0.8234,0.8279,0.412
13319,2024,2022,0.784,0.8228,0.8234,0.8279,0.412
13321,2018,2018,0.7357,0.8003,0.9312,0.5536,0.2407
13321,2019,2018,0.7357,0.8003,0.9312,0.5536,0.2407
13321,2020,2020,0.7559,0.8921,0.8071,0.7151,0.2403
13321,2021,2020,0.7559,0.8921,0.8071,0.7151,0.2403
13321,2022,2022,0.8571,0.938,0.8816,0.7019,0.4585
13321,2023,2022,0.8571,0.938,0.8816,0.7019,0.4585
13321,2024,2022,0.8571,0.938,0.8816,0.7019,0.4585
16001,2018,2018,0.1373,0.0939,0.0981,0.5874,0.2429
16001,2019,2018,0.1373,0.0939,0.0981,0.5874,0.2429
16001,2020,2020,0.1674,0.1891,0.1693,0.4758,0.2101
16001,2021,2020,0.1674,0.1891,0.1693,0.4758,0.2101
16001,2022,2022,0.1931,0.1559,0.161,0.4779,0.3767
16001,2023,2022,0.1931,0.1559,0.161,0.4779,0.3767
16001,2024,2022,0.1931,0.1559,0.161,0.4779,0.3767
16003,2018,2018,0.2936,0.5694,0.6192,0.1328,0.1137
16003,2019,2018,0.2936,0.5694,0.6192,0.1328,0.1137
